0.252; 0.252; 36.02; 36.02; 
0.000; 0.000; 36.02; 36.02; 
0.251; 0.251; 36.02; 36.02; 
0.503; 0.503; 36.03; 36.03; 
0.754; 0.754; 36.03; 36.03; 
1.006; 1.006; 36.04; 36.04; 
1.257; 1.257; 36.06; 36.06; 
1.509; 1.509; 36.07; 36.07; 
1.761; 1.761; 36.09; 36.09; 
2.012; 2.012; 36.11; 36.11; 
2.264; 2.264; 36.13; 36.13; 
2.515; 2.515; 36.16; 36.16; 
2.767; 2.767; 36.19; 36.19; 
3.019; 3.019; 36.22; 36.22; 
3.27; 3.27; 36.25; 36.25; 
3.522; 3.522; 36.28; 36.28; 
3.773; 3.773; 36.32; 36.32; 
4.025; 4.025; 36.36; 36.36; 
4.277; 4.277; 36.4; 36.4; 
4.528; 4.528; 36.45; 36.45; 
4.78; 4.78; 36.5; 36.5; 
5.031; 5.031; 36.55; 36.55; 
5.283; 5.283; 36.6; 36.6; 
5.535; 5.535; 36.66; 36.66; 
5.786; 5.786; 36.71; 36.71; 
6.038; 6.038; 36.77; 36.77; 
6.289; 6.289; 36.84; 36.84; 
6.541; 6.541; 36.9; 36.9; 
6.793; 6.793; 36.97; 36.97; 
7.044; 7.044; 37.04; 37.04; 
7.296; 7.296; 37.11; 37.11; 
7.547; 7.547; 37.19; 37.19; 
7.799; 7.799; 37.27; 37.27; 
